08091,4874,"08053,08051,08111,08113,08085"
08011,5650,"08009,08099,08061,08071,08089"
08007,13359,"08053,08079,08105,08021,08067"
08107,24829,"08037,08057,08049,08045,08103,08081"
08053,788,"08007,08079,08109,08051,08067,08111,08091"
08123,328981,"08075,08001,08013,08014,08069,08087"
08069,359066,"08013,08123,08057,08049"
08065,7436,"08097,08037,08117,08093,08015"
08105,11539,"08007,08079,08109,08021,08003"
08047,5808,"08019,08059,08013,08049"
08125,9988,"08063,08121,08095,08075"
08057,1379,"08069,08107,08049"
08063,7087,"08017,08121,08125,08073"
08019,9397,"08047,08059,08117,08049,08093"
08075,21528,"08121,08125,08095,08115,08087,08123"
08121,4817,"08063,08125,08075,08005,08073,08001,08087"
08035,357978,"08039,08041,08005,08119,08059"
08021,7461,"08023,08007,08105,08003"
08041,730395,"08039,08035,08101,08119,08073,08043"
08061,1446,"08011,08099,08017,08025,08073,08089"
08119,24710,"08041,08035,08059,08093,08043"
08051,16918,"08097,08053,08109,08015,08091,08085,08029,08077"
08009,3506,"08011,08099,08071"
08039,26062,"08041,08005,08035,08073"
08077,155703,"08097,08051,08045,08085,08029"
08033,2326,"08111,08113,08083"
08005,655070,"08121,08039,08035,08031,08073,08001,08059"
08071,14555,"08009,08011,08101,08023,08055,08089"
08049,15717,"08019,08047,08013,08069,08107,08037,08057,08117"
08109,6368,"08027,08055,08053,08079,08105,08003,08051,08043,08015"
08115,2404,"08095,08075"
08017,1748,"08061,08063,08073"
08027,4704,"08101,08055,08109,08043"
08067,55638,"08053,08007,08111,08083"
08111,705,"08053,08067,08033,08113,08091"
08097,17358,"08037,08065,08051,08015,08045,08077"
08093,17390,"08119,08019,08059,08065,08117,08043,08015"
08003,16376,"08023,08055,08109,08105,08021"
08099,11999,"08009,08011,08061"
08081,13292,"08107,08103"
08059,582910,"08005,08035,08119,08031,08001,08019,08047,08013,08014,08093"
08117,31055,"08019,08037,08065,08049,08093"
08101,168162,"08041,08025,08027,08055,08071,08089,08043"
08013,330758,"08047,08059,08014,08069,08123,08049"
08031,715522,"08005,08001,08059"
08085,42679,"08051,08113,08091,08029,08077"
08037,55731,"08107,08097,08065,08117,08049,08045"
08113,8072,"08033,08111,08091,08085"
08023,3499,"08055,08071,08021,08003"
08014,74112,"08001,08059,08013,08123"
08015,19476,"08097,08065,08093,08109,08051,08043"
08025,5922,"08061,08101,08073,08089"
08043,48939,"08041,08101,08119,08027,08093,08109,08015"
08055,6820,"08101,08027,08023,08071,08109,08003"
08029,31196,"08051,08085,08077"
08045,61685,"08107,08097,08037,08103,08077"
08103,6529,"08107,08045,08081"
08087,29111,"08121,08075,08001,08123"
08073,5675,"08061,08017,08063,08121,08039,08041,08005,08025"
08083,25849,"08067,08033"
08001,519572,"08121,08005,08031,08059,08014,08087,08123"
08079,865,"08053,08007,08109,08105"
08089,18690,"08011,08061,08025,08101,08071"
08095,4530,"08125,08075,08115"
