30007,6774,"30043,30049,30059,30031"
30003,13124,"30111,30103,30087,30075,30009"
30089,12400,"30029,30053,30061,30047,30063"
30053,19677,"30029,30089"
30039,3309,"30023,30077,30081,30063"
30017,11867,"30087,30033,30075,30025,30079,30011"
30083,11491,"30085,30109,30021,30055"
30109,937,"30025,30079,30021,30083"
30037,823,"30065,30111,30027,30107,30095,30097"
30009,10473,"30111,30003,30067,30095"
30101,4971,"30035,30073,30051"
30005,7044,"30041,30071,30015,30027"
30045,2023,"30015,30027,30013,30059,30107"
30077,6946,"30029,30023,30043,30039,30049,30063"
30067,17191,"30059,30095,30009,30097,30031"
30085,10794,"30019,30091,30105,30055,30083"
30025,3049,"30017,30079,30109,30011"
30055,1729,"30085,30105,30033,30079,30021,30083"
30095,8963,"30111,30067,30037,30009,30097"
30099,6226,"30073,30029,30015,30049,30013"
30021,8940,"30079,30109,30055,30083"
30075,1694,"30003,30087,30017,30011"
30035,13778,"30101,30073,30029"
30047,31134,"30029,30089,30063"
30041,16309,"30005,30015,30051"
30103,762,"30111,30003,30087"
30061,4535,"30089,30063"
30111,164731,"30065,30103,30003,30087,30095,30037,30009"
30043,12085,"30057,30023,30007,30077,30049,30093,30031"
30023,9421,"30001,30043,30039,30077,30093,30081"
30107,2069,"30045,30027,30059,30037,30097"
30081,44174,"30001,30023,30039,30063"
30105,7578,"30085,30019,30071,30033,30055"
30069,496,"30065,30087,30071,30033,30027"
30071,4217,"30005,30105,30069,30033,30027"
30063,117922,"30029,30039,30077,30089,30061,30047,30081"
30091,3539,"30085,30019"
30019,1661,"30085,30091,30105"
30079,1088,"30033,30025,30017,30109,30021,30055"
30057,8623,"30001,30043,30093,30031"
30001,9371,"30057,30023,30093,30081"
30065,4730,"30111,30087,30069,30027,30037"
30015,5895,"30099,30073,30045,30041,30005,30051,30027,30013"
30059,1927,"30045,30007,30049,30013,30067,30107,30097,30031"
30087,8329,"30065,30111,30103,30003,30069,30033,30075,30017"
30097,3678,"30059,30067,30107,30095,30037"
30049,70973,"30099,30029,30043,30007,30077,30013,30059"
30073,5898,"30099,30101,30035,30029,30015,30051"
30033,1173,"30087,30105,30069,30071,30017,30079,30055"
30011,1415,"30075,30025,30017"
30031,118960,"30057,30043,30007,30059,30067"
30051,1959,"30101,30073,30041,30015"
30093,35133,"30057,30001,30023,30043"
30013,84414,"30099,30045,30015,30049,30059"
30029,104357,"30099,30035,30073,30077,30049,30089,30053,30047,30063"
30027,11446,"30065,30045,30005,30069,30071,30015,30107,30037"
