40149,10924,"40015,40039,40009,40075"
40065,24785,"40057,40055,40141,40075"
40093,7782,"40073,40047,40153,40151,40043,40011,40003"
40041,40397,"40021,40035,40001,40115,40097"
40039,28513,"40015,40043,40011,40009,40149,40129"
40045,3749,"40153,40043,40007,40129,40059"
40109,796292,"40083,40027,40081,40125,40017"
40069,10272,"40099,40095,40019,40123,40029,40013,40005"
40031,121125,"40033,40015,40051,40137,40141,40075"
40127,10812,"40023,40089,40077,40121,40079,40005"
40027,295528,"40087,40109,40125,40017"
40145,80981,"40101,40111,40021,40131,40097,40143"
40009,22410,"40039,40057,40055,40149,40075,40129"
40049,25656,"40099,40019,40123,40087,40051,40137"
40035,14107,"40041,40105,40115,40131,40097"
40021,47078,"40135,40101,40145,40041,40001,40097"
40113,45818,"40143,40117,40147,40071,40103"
40141,6968,"40031,40033,40065,40075"
40083,49555,"40119,40103,40109,40081,40073,40047"
40121,43773,"40127,40077,40061,40091,40029,40005,40063"
40067,5337,"40019,40085,40033,40137"
40117,15553,"40119,40143,40113,40037,40103"
40107,11310,"40111,40091,40037,40063,40081,40133,40125"
40087,41662,"40123,40049,40027,40125,40017,40051"
40079,48129,"40135,40089,40127,40077,40061"
40007,5049,"40139,40045,40059"
40043,4484,"40153,40039,40093,40011,40045,40129"
40023,14204,"40089,40127,40013,40005"
40129,3442,"40043,40039,40009,40045"
40013,46067,"40023,40069,40095,40005"
40077,9444,"40127,40121,40079,40061"
40139,21384,"40025,40007"
40153,20470,"40151,40043,40093,40045,40059"
40137,42848,"40019,40049,40031,40033,40067,40051"
40143,669279,"40111,40145,40131,40117,40113,40147,40037"
40091,18941,"40101,40111,40121,40061,40063,40107"
40073,15184,"40083,40017,40047,40093,40011"
40053,4169,"40071,40047,40003"
40099,13904,"40069,40019,40123,40049"
40105,9320,"40035,40131,40147"
40061,11561,"40135,40101,40077,40121,40079,40091"
40051,54795,"40049,40087,40017,40031,40015,40137"
40119,81646,"40083,40117,40037,40103,40081"
40025,2296,"40139"
40047,62846,"40083,40071,40103,40073,40053,40093,40003"
40001,19495,"40135,40021,40041"
40135,39281,"40101,40079,40061,40021,40001"
40017,154405,"40087,40027,40109,40073,40015,40051,40011"
40095,15312,"40069,40019,40013,40085"
40059,3272,"40153,40151,40007,40045"
40003,5699,"40053,40047,40151,40093"
40081,33458,"40083,40119,40037,40107,40109,40125"
40063,13367,"40121,40091,40123,40029,40107,40133"
40101,66339,"40135,40111,40061,40091,40021,40145"
40115,30285,"40041,40035"
40131,95240,"40145,40105,40035,40097,40143,40147"
40015,26945,"40017,40031,40051,40039,40011,40149,40075"
40097,39046,"40021,40145,40041,40035,40131"
40029,5266,"40121,40069,40123,40005,40063"
40019,48003,"40069,40099,40095,40049,40085,40067,40137"
40055,5491,"40057,40009,40065,40075"
40033,5527,"40031,40067,40137,40141"
40089,30814,"40023,40127,40079"
40005,14143,"40023,40127,40121,40069,40029,40013"
40111,36706,"40101,40091,40145,40143,40037,40107"
40147,52455,"40105,40131,40143,40113"
40133,23556,"40123,40063,40107,40125"
40151,8624,"40153,40093,40003,40059"
40057,2488,"40009,40055,40065"
40071,43700,"40113,40103,40053,40047"
40011,8735,"40017,40073,40015,40043,40039,40093"
40123,38065,"40069,40099,40049,40029,40063,40087,40133,40125"
40037,71754,"40111,40119,40143,40117,40107,40081"
40125,72454,"40123,40087,40027,40107,40109,40081,40133"
40075,8509,"40031,40015,40009,40055,40065,40149,40141"
40085,10146,"40095,40019,40067"
40103,10924,"40083,40119,40117,40113,40071,40047"
