09001,957419,"09005,09009"
09005,185186,"09001,09009,09003"
09007,164245,"09011,09009,09003"
09011,268555,"09007,09013,09003,09015"
09009,864835,"09001,09005,09007,09003"
09013,149788,"09011,09003,09015"
09003,899498,"09005,09007,09011,09009,09013"
09015,116418,"09011,09013"
