48491,609017,"48053,48287,48453,48021,48027,48331"
48021,97216,"48287,48453,48491,48055,48149"
48453,1290188,"48053,48209,48491,48055,48021,48031"
48055,45883,"48453,48209,48021,48149,48187,48177"
48209,241067,"48453,48055,48091,48031,48187"
48321,36255,"48039,48057,48481,48239"
48199,56231,"48291,48373,48245,48361,48241,48457"
48361,84808,"48199,48245,48241,48351"
48245,256526,"48291,48199,48361,48071"
48025,31047,"48297,48175,48391,48255,48409"
48227,34860,"48317,48335,48033,48431,48173"
48147,35662,"48085,48231,48277,48181,48119"
48233,20617,"48341,48195,48065,48393"
48477,35805,"48287,48185,48473,48051,48041,48015,48149"
48061,421017,"48215,48489"
48049,38095,"48411,48093,48133,48333,48059,48307,48083"
48395,16757,"48293,48289,48051,48041,48145,48331"
48051,17642,"48287,48395,48477,48041,48331"
48041,233849,"48185,48313,48051,48395,48477"
48355,353178,"48273,48249,48409,48007"
48409,68755,"48025,48297,48391,48355,48249,48007"
48349,52624,"48217,48293,48161,48213,48139"
48171,26725,"48299,48267,48319,48031,48259,48265"
48097,41668,"48121,48497,48337,48181"
48497,68632,"48439,48367,48237,48121,48097,48337"
48139,192455,"48439,48251,48217,48257,48113,48349,48213"
48231,99956,"48467,48257,48379,48397,48085,48147,48223,48119"
48085,1064465,"48397,48113,48121,48231,48147,48181"
48121,906422,"48439,48113,48497,48097,48085,48181"
48113,2613539,"48439,48257,48397,48139,48121,48085"
48397,107819,"48257,48113,48085,48231"
48367,148222,"48221,48439,48363,48251,48237,48497"
48257,145310,"48467,48397,48113,48213,48139,48231"
48251,179927,"48425,48221,48439,48367,48035,48217,48139"
48439,2110640,"48367,48251,48113,48139,48121,48497"
48465,47586,"48137,48271,48435,48105,48443"
48341,21358,"48359,48375,48421,48205,48233,48065"
48323,57887,"48127,48507,48479,48271"
48481,41570,"48039,48157,48321,48089,48239,48015"
48229,3202,"48141,48243,48109"
48141,865657,"48229"
48253,19663,"48151,48417,48441,48059,48207,48433"
48059,13708,"48253,48417,48049,48133,48441,48083"
48441,143208,"48253,48399,48059,48353,48083"
48249,38891,"48297,48273,48355,48409,48131,48047"
48131,9831,"48297,48311,48249,48247,48479,48047"
48011,1848,"48129,48065,48381,48437,48045"
48359,1758,"48375,48341,48205,48117"
48381,140753,"48375,48117,48069,48437,48011"
48375,118525,"48359,48341,48065,48381"
48065,5807,"48375,48341,48233,48179,48393,48011"
48003,18610,"48329,48135,48495,48317,48165"
48213,82150,"48467,48257,48423,48073,48161,48001,48349,48139"
48505,13889,"48427,48247,48479"
48221,61598,"48425,48143,48367,48363,48251"
48117,18583,"48359,48369,48069,48381"
48291,91628,"48339,48373,48407,48199,48245,48071,48201"
48071,46571,"48291,48245,48167,48201"
48039,372031,"48167,48157,48201,48321,48481"
48015,30167,"48157,48473,48481,48089,48477,48149"
48339,620443,"48291,48185,48471,48407,48201,48473"
48157,822779,"48039,48201,48473,48481,48015"
48473,56794,"48339,48185,48157,48201,48477,48015"
48167,350682,"48039,48071,48201"
48201,4731145,"48291,48339,48167,48039,48157,48071,48473"
48471,76400,"48339,48185,48313,48407,48455,48225"
48073,50412,"48423,48005,48347,48401,48225,48001,48213"
48265,52598,"48267,48019,48259,48171,48137,48385"
48281,21627,"48053,48411,48099,48193,48333,48027"
48027,370647,"48053,48099,48309,48491,48281,48145,48331"
48099,83093,"48193,48035,48309,48027,48281"
48261,350,"48273,48215,48489,48047"
48273,31040,"48355,48249,48261,48047"
48115,12456,"48317,48165,48445,48305,48033"
48479,267114,"48283,48127,48323,48505,48247,48131"
48219,21537,"48279,48445,48079,48303"
48183,124239,"48423,48203,48459,48401"
48459,40892,"48183,48423,48203,48499,48315,48063,48343"
48203,68839,"48183,48459,48315,48401,48365"
48401,52214,"48183,48423,48203,48347,48419,48073,48365"
48107,5133,"48125,48153,48303,48169"
48305,5596,"48115,48445,48303,48033,48169"
48303,310639,"48189,48107,48305,48219"
48005,86395,"48373,48241,48457,48405,48347,48073,48455,48225"
48215,870781,"48427,48061,48489,48261,48047"
48317,5237,"48329,48003,48165,48115,48227,48173"
48329,169983,"48135,48003,48317,48173,48461"
48363,28409,"48143,48221,48367,48429,48133,48503,48237"
48063,12464,"48459,48499,48449,48343,48159"
