45041,137059,"45031,45027,45085,45061,45067,45033,45089,45069"
45085,105556,"45055,45017,45027,45079,45061,45041"
45075,84223,"45017,45027,45063,45029,45035,45015,45009,45011,45003"
45083,327997,"45087,45021,45059,45045"
45067,29183,"45041,45051,45033,45043,45089"
45019,408235,"45043,45029,45035,45015"
45037,25657,"45003,45065,45081,45047"
45073,78607,"45007,45077"
45029,38604,"45075,45049,45019,45035,45009,45013"
45049,18561,"45005,45029,45053,45013"
45001,24295,"45059,45007,45065,45047"
45051,351029,"45067,45033,45043"
45021,56216,"45087,45083,45091"
45057,96016,"45039,45025,45023,45091,45055"
45005,8039,"45049,45009,45011"
45061,16531,"45031,45055,45085,45041"
45027,31144,"45075,45017,45085,45041,45089,45015"
45039,20948,"45087,45023,45057,45055,45079,45071"
45033,28292,"45041,45067,45051,45069"
45053,28791,"45049,45013"
45065,9526,"45037,45047,45001"
45087,27244,"45021,45083,45059,45039,45023,45091,45071"
45079,416147,"45039,45055,45017,45085,45063,45071"
45017,14119,"45075,45027,45085,45079,45063"
45091,282090,"45087,45021,45023,45057"
45011,20589,"45075,45005,45009,45003"
45043,63404,"45067,45051,45089,45019,45015"
45025,43273,"45057,45031,45055,45069"
45023,32294,"45087,45039,45057,45091"
45081,18862,"45063,45003,45037,45047,45071"
45089,31026,"45027,45041,45067,45043,45015"
45035,161540,"45075,45029,45019,45015"
45015,229861,"45075,45027,45043,45089,45019,45035"
45047,69351,"45059,45037,45065,45081,45001,45071"
45069,26667,"45025,45031,45041,45033"
45009,13311,"45075,45005,45029,45011"
45031,62905,"45025,45055,45061,45041,45069"
45003,168808,"45075,45063,45011,45037,45081"
45059,67539,"45087,45083,45045,45047,45001,45071"
45071,37719,"45087,45059,45039,45079,45063,45081,45047"
45063,293991,"45075,45017,45079,45003,45081,45071"
45007,203718,"45073,45077,45045,45001"
45013,187117,"45049,45029,45053"
45077,131404,"45073,45007,45045"
45055,65403,"45039,45025,45057,45031,45085,45079,45061"
45045,525534,"45083,45059,45007,45077"
