32007,53702,"32033,32011,32015,32013"
32019,59235,"32001,32021,32029,32005,32510,32031"
32015,5734,"32007,32023,32011,32001,32027,32013"
32031,486492,"32001,32027,32019,32029,32510,32013"
32029,4104,"32019,32510,32031"
32017,4499,"32003,32023,32033"
32027,6650,"32001,32015,32031,32013"
32009,729,"32023,32021"
32001,25516,"32023,32027,32021,32019,32015,32031"
32013,17285,"32007,32027,32015,32031"
32003,2265461,"32017,32023"
32021,4554,"32023,32009,32001,32019"
32023,51591,"32017,32003,32033,32009,32011,32001,32021,32015"
32005,49488,"32019,32510"
32033,9080,"32007,32017,32023,32011"
32510,58639,"32019,32029,32005,32031"
32011,1855,"32007,32023,32033,32015"
